Flight Information:
Launch Date:            	     	                        	Saturday, 13 November 2021	     	                   	           	Launch Time: 	       	            	17:35:41  	       	     	End of Ascent:	     	         	01:22:17
Station name:           	     	                        	ECLIPSE 2020              	     	                   	           	Serialnumber:	       	            	20027744
Ground values:
Pressure:               	     	                        	969.0 hPa                 	     	                   	           	Temperature: 	       	            	4.0 °C    	       	     	Humidity:     	     	         	83 %
Wind Direction:         	     	                        	0 °                       	     	                   	           	Wind Speed:  	       	            	0 m/s     	       	     	Cloud group:  	     	         	9////
Position:
Longitude:              	     	                        	-119.285 °                	     	                   	           	Latitude:    	       	            	47.612 °  	       	     	Altitude:     	     	         	486 m
Staff:
Company:                	     	                        	
Operator:               	     	                        	                          	     	                   	           	
Events:
Highest Point:          	     	                        	33.3 hPa                  	     	                   	           	23192 m
Tropopauses:            	     	                        	1.: 191.7 hPa             	     	                   	           	             	       	            	
Max Winds:              	     	                        	1.: 210.5 hPa             	     	                   	           	             	       	            	
Remarks:

Profile Data:
Time                    	P    	T                       	Hu                        	Ws   	Wd                 	Long.      	Lat.         	Alt    	Geopot      	MRI       	RI     	Dewp.	Virt. Temp    	Rs   	Elevation	Azimuth 	Range  	D
[sec]                   	[hPa]	[°C]                    	[%]                       	[m/s]	[°]                	[°]        	[°]          	[m]    	[m]         	          	       	[°C] 	[°C]          	[m/s]	[°]      	[°]     	[m]    	[kg/m3]
2352                    	729.2	-5.7                    	61                        	7.2  	264                	-119.258522	47.615528    	2782   	2781        	651.434   	214.739	-11.9	-5.3          	6.0  	48.6     	079     	3061   	0.949828
2353                    	728.6	-5.7                    	62                        	7.3  	265                	-119.258407	47.615526    	2788   	2787        	652.272   	214.634	-11.9	-5.4          	6.0  	48.5     	079     	3071   	0.949315
2354                    	728.1	-5.8                    	62                        	7.4  	265                	-119.258291	47.615523    	2794   	2793        	653.110   	214.530	-11.9	-5.4          	6.0  	48.5     	079     	3081   	0.948802
2355                    	727.5	-5.8                    	62                        	7.5  	266                	-119.258176	47.615521    	2800   	2799        	653.964   	214.427	-11.9	-5.5          	6.0  	48.5     	079     	3092   	0.948290
2356                    	726.9	-5.9                    	62                        	7.6  	267                	-119.258061	47.615518    	2806   	2805        	654.797   	214.318	-11.9	-5.6          	6.0  	48.4     	079     	3102   	0.947753
2357                    	726.4	-6.0                    	62                        	7.6  	267                	-119.257945	47.615515    	2812   	2811        	655.628   	214.207	-12.0	-5.6          	6.0  	48.4     	079     	3112   	0.947210
2358                    	725.8	-6.0                    	62                        	7.7  	268                	-119.257830	47.615513    	2818   	2817        	656.460   	214.097	-12.0	-5.7          	6.0  	48.3     	079     	3122   	0.946667
2359                    	725.3	-6.1                    	63                        	7.8  	268                	-119.257714	47.615510    	2824   	2823        	657.292   	213.986	-12.0	-5.7          	6.0  	48.3     	079     	3132   	0.946124
2360                    	724.7	-6.1                    	63                        	7.9  	269                	-119.257599	47.615508    	2830   	2829        	658.123   	213.876	-12.0	-5.8          	6.0  	48.2     	079     	3142   	0.945581
2361                    	724.2	-6.2                    	63                        	8.0  	269                	-119.257483	47.615505    	2836   	2835        	658.955   	213.766	-12.0	-5.8          	6.0  	48.2     	079     	3152   	0.945038
2362                    	723.6	-6.2                    	63                        	8.1  	269                	-119.257368	47.615503    	2842   	2841        	659.787   	213.656	-12.0	-5.9          	6.0  	48.2     	080     	3162   	0.944496
2363                    	723.0	-6.3                    	63                        	8.2  	270                	-119.257252	47.615500    	2848   	2847        	660.619   	213.545	-12.0	-5.9          	6.0  	48.1     	080     	3173   	0.943954
2364                    	722.5	-6.3                    	63                        	8.3  	270                	-119.257137	47.615498    	2854   	2853        	661.451   	213.435	-12.1	-6.0          	6.0  	48.1     	080     	3183   	0.943413
2365                    	721.9	-6.4                    	64                        	8.3  	271                	-119.257021	47.615495    	2860   	2859        	662.282   	213.325	-12.1	-6.0          	6.0  	48.0     	080     	3193   	0.942871
2366                    	721.4	-6.4                    	64                        	8.4  	271                	-119.256906	47.615493    	2866   	2865        	663.114   	213.215	-12.1	-6.1          	6.0  	48.0     	080     	3203   	0.942329
2367                    	720.8	-6.5                    	64                        	8.5  	272                	-119.256791	47.615490    	2872   	2871        	663.946   	213.105	-12.1	-6.1          	6.0  	48.0     	080     	3213   	0.941788
2368                    	720.3	-6.5                    	64                        	8.6  	272                	-119.256675	47.615488    	2878   	2877        	664.779   	212.996	-12.1	-6.2          	6.0  	47.9     	080     	3223   	0.941247
2369                    	719.7	-6.6                    	65                        	8.7  	272                	-119.256560	47.615485    	2884   	2883        	665.620   	212.894	-12.1	-6.2          	6.0  	47.9     	080     	3233   	0.940707
2370                    	719.2	-6.6                    	65                        	8.8  	273                	-119.256444	47.615482    	2890   	2889        	666.460   	212.793	-12.1	-6.3          	6.0  	47.8     	080     	3244   	0.940168
2371                    	718.6	-6.7                    	65                        	8.8  	273                	-119.256329	47.615480    	2896   	2895        	667.299   	212.690	-12.1	-6.3          	6.0  	47.8     	080     	3254   	0.939618
2372                    	718.1	-6.7                    	66                        	8.8  	273                	-119.256213	47.615477    	2902   	2901        	668.138   	212.586	-12.1	-6.4          	6.0  	47.8     	080     	3264   	0.939069
2373                    	717.5	-6.8                    	66                        	8.9  	272                	-119.256098	47.615475    	2908   	2907        	668.976   	212.483	-12.0	-6.4          	6.0  	47.7     	080     	3274   	0.938521
2374                    	716.9	-6.8                    	66                        	8.9  	272                	-119.255982	47.615472    	2914   	2913        	669.815   	212.380	-12.0	-6.5          	6.0  	47.7     	080     	3284   	0.937972
2375                    	716.4	-6.9                    	67                        	8.9  	272                	-119.255867	47.615470    	2920   	2919        	670.654   	212.277	-12.0	-6.5          	6.0  	47.6     	080     	3294   	0.937424
2376                    	715.8	-6.9                    	67                        	8.9  	272                	-119.255749	47.615467    	2926   	2925        	671.572   	212.174	-12.0	-6.6          	6.5  	47.6     	080     	3305   	0.936877
2377                    	715.2	-7.0                    	67                        	8.9  	272                	-119.255614	47.615466    	2933   	2932        	672.478   	212.059	-12.0	-6.6          	6.5  	47.5     	080     	3317   	0.936278
2378                    	714.6	-7.0                    	68                        	9.0  	272                	-119.255480	47.615465    	2939   	2938        	673.384   	211.945	-12.0	-6.7          	6.5  	47.5     	080     	3328   	0.935679
2379                    	714.0	-7.1                    	68                        	9.0  	272                	-119.255345	47.615464    	2946   	2945        	674.290   	211.831	-12.0	-6.7          	6.5  	47.4     	080     	3340   	0.935080
2380                    	713.4	-7.1                    	68                        	9.0  	272                	-119.255211	47.615463    	2952   	2951        	675.196   	211.717	-12.0	-6.8          	6.5  	47.4     	080     	3351   	0.934482
2381                    	712.8	-7.2                    	69                        	9.0  	271                	-119.255076	47.615461    	2959   	2958        	676.118   	211.603	-11.9	-6.8          	6.5  	47.3     	080     	3363   	0.933884
2382                    	712.3	-7.2                    	69                        	9.1  	271                	-119.254942	47.615460    	2965   	2964        	677.020   	211.484	-12.0	-6.9          	6.5  	47.3     	080     	3374   	0.933294
2383                    	711.7	-7.3                    	69                        	9.1  	271                	-119.254807	47.615459    	2972   	2971        	677.926   	211.369	-12.0	-7.0          	6.5  	47.2     	081     	3386   	0.932721
2384                    	711.1	-7.4                    	69                        	9.1  	271                	-119.254673	47.615458    	2978   	2977        	678.831   	211.254	-12.0	-7.0          	6.5  	47.2     	081     	3397   	0.932148
2385                    	710.5	-7.4                    	69                        	9.1  	271                	-119.254538	47.615456    	2985   	2984        	679.737   	211.139	-12.0	-7.1          	6.5  	47.1     	081     	3409   	0.931576
2386                    	709.9	-7.5                    	70                        	9.2  	271                	-119.254404	47.615455    	2991   	2990        	680.643   	211.025	-12.0	-7.1          	6.5  	47.1     	081     	3420   	0.931005
2387                    	709.3	-7.5                    	70                        	9.2  	271                	-119.254270	47.615454    	2998   	2997        	681.549   	210.910	-12.1	-7.2          	6.5  	47.1     	081     	3432   	0.930433
2388                    	708.7	-7.6                    	70                        	9.2  	271                	-119.254135	47.615453    	3004   	3003        	682.455   	210.796	-12.1	-7.3          	6.5  	47.0     	081     	3443   	0.929863
2389                    	708.1	-7.7                    	70                        	9.2  	271                	-119.254001	47.615452    	3011   	3010        	683.377   	210.681	-12.1	-7.3          	6.5  	47.0     	081     	3455   	0.929291
2390                    	707.5	-7.7                    	70                        	9.2  	270                	-119.253866	47.615450    	3017   	3016        	684.283   	210.567	-12.1	-7.4          	6.5  	46.9     	081     	3467   	0.928720
2391                    	706.9	-7.8                    	71                        	9.3  	270                	-119.253732	47.615449    	3024   	3023        	685.189   	210.452	-12.1	-7.4          	6.5  	46.9     	081     	3478   	0.928150
2392                    	706.3	-7.8                    	71                        	9.4  	270                	-119.253597	47.615448    	3030   	3029        	686.095   	210.338	-12.2	-7.5          	6.5  	46.8     	081     	3490   	0.927580
2393                    	705.7	-7.9                    	71                        	9.5  	270                	-119.253463	47.615447    	3037   	3036        	687.002   	210.224	-12.2	-7.5          	6.5  	46.8     	081     	3501   	0.927010
2394                    	705.1	-7.9                    	71                        	9.6  	270                	-119.253328	47.615445    	3043   	3042        	687.908   	210.110	-12.2	-7.6          	6.5  	46.7     	081     	3513   	0.926440
2395                    	704.6	-8.0                    	71                        	9.6  	271                	-119.253194	47.615444    	3050   	3049        	688.812   	209.993	-12.2	-7.7          	6.5  	46.7     	081     	3524   	0.925860
2396                    	704.0	-8.0                    	72                        	9.7  	271                	-119.253059	47.615443    	3056   	3055        	689.704   	209.865	-12.2	-7.7          	6.5  	46.6     	081     	3536   	0.925229
2397                    	703.4	-8.1                    	72                        	9.8  	271                	-119.252925	47.615442    	3063   	3062        	690.596   	209.736	-12.2	-7.7          	6.5  	46.6     	081     	3548   	0.924598
2398                    	702.8	-8.1                    	72                        	9.9  	271                	-119.252791	47.615441    	3069   	3069        	691.504   	209.608	-12.2	-7.8          	6.5  	46.5     	081     	3559   	0.923967
2399                    	702.2	-8.2                    	72                        	10.0 	271                	-119.252656	47.615439    	3076   	3075        	692.396   	209.480	-12.2	-7.8          	6.5  	46.5     	081     	3571   	0.923337
2400                    	701.6	-8.2                    	73                        	10.0 	271                	-119.252522	47.615438    	3082   	3082        	693.288   	209.352	-12.2	-7.9          	6.5  	46.5     	081     	3582   	0.922707
2401                    	701.0	-8.2                    	73                        	10.1 	271                	-119.252387	47.615437    	3089   	3088        	694.181   	209.223	-12.2	-7.9          	6.5  	46.4     	081     	3594   	0.922077
2402                    	700.4	-8.3                    	73                        	10.2 	271                	-119.252253	47.615436    	3095   	3095        	695.073   	209.095	-12.2	-7.9          	6.5  	46.4     	081     	3606   	0.921448
2403                    	699.9	-8.3                    	73                        	10.3 	271                	-119.252118	47.615434    	3102   	3101        	695.966   	208.967	-12.3	-8.0          	6.5  	46.3     	081     	3617   	0.920818
2404                    	699.3	-8.4                    	73                        	10.4 	271                	-119.251984	47.615433    	3108   	3108        	696.858   	208.839	-12.3	-8.0          	6.5  	46.3     	081     	3629   	0.920190
2405                    	698.7	-8.4                    	74                        	10.4 	271                	-119.251849	47.615432    	3115   	3114        	697.751   	208.712	-12.3	-8.1          	6.5  	46.2     	081     	3640   	0.919561
2406                    	698.1	-8.5                    	74                        	10.5 	271                	-119.251715	47.615431    	3122   	3121        	698.660   	208.584	-12.3	-8.1          	6.5  	46.2     	081     	3652   	0.918934
2407                    	697.5	-8.5                    	74                        	10.6 	271                	-119.251580	47.615430    	3128   	3127        	699.558   	208.462	-12.3	-8.2          	6.5  	46.2     	081     	3664   	0.918332
2408                    	697.0	-8.5                    	74                        	10.7 	271                	-119.251439	47.615427    	3134   	3134        	700.441   	208.340	-12.3	-8.2          	6.5  	46.1     	082     	3675   	0.917730
2409                    	696.4	-8.6                    	74                        	10.8 	271                	-119.251267	47.615418    	3141   	3140        	701.285   	208.210	-12.3	-8.2          	6.2  	46.0     	082     	3689   	0.917096
2410                    	695.8	-8.6                    	75                        	10.9 	271                	-119.251095	47.615409    	3147   	3146        	702.128   	208.080	-12.3	-8.3          	6.2  	46.0     	082     	3702   	0.916460
2411                    	695.3	-8.6                    	75                        	10.9 	271                	-119.250923	47.615400    	3153   	3152        	702.971   	207.950	-12.3	-8.3          	6.2  	45.9     	082     	3715   	0.915824
2412                    	694.7	-8.7                    	75                        	11.0 	271                	-119.250751	47.615390    	3159   	3158        	703.814   	207.819	-12.3	-8.3          	6.2  	45.8     	082     	3728   	0.915189
2413                    	694.2	-8.7                    	75                        	11.1 	272                	-119.250579	47.615381    	3165   	3164        	704.659   	207.692	-12.3	-8.3          	6.2  	45.7     	082     	3742   	0.914565
2414                    	693.6	-8.7                    	75                        	11.2 	272                	-119.250407	47.615372    	3172   	3171        	705.505   	207.564	-12.3	-8.4          	6.2  	45.7     	082     	3755   	0.913942
2415                    	693.0	-8.8                    	76                        	11.3 	272                	-119.250235	47.615363    	3178   	3177        	706.351   	207.436	-12.3	-8.4          	6.2  	45.6     	082     	3768   	0.913319
2416                    	692.5	-8.8                    	76                        	11.4 	272                	-119.250063	47.615354    	3184   	3183        	707.197   	207.309	-12.3	-8.4          	6.2  	45.5     	082     	3782   	0.912696
2417                    	691.9	-8.8                    	76                        	11.5 	273                	-119.249891	47.615345    	3190   	3189        	708.043   	207.182	-12.3	-8.5          	6.2  	45.5     	082     	3795   	0.912074
2418                    	691.4	-8.8                    	76                        	11.5 	273                	-119.249719	47.615336    	3196   	3195        	708.889   	207.054	-12.3	-8.5          	6.2  	45.4     	082     	3808   	0.911452
2419                    	690.8	-8.9                    	76                        	11.6 	273                	-119.249547	47.615327    	3203   	3202        	709.735   	206.927	-12.3	-8.5          	6.2  	45.3     	082     	3822   	0.910830
2420                    	690.3	-8.9                    	76                        	11.7 	273                	-119.249375	47.615317    	3209   	3208        	710.582   	206.800	-12.3	-8.6          	6.2  	45.2     	082     	3835   	0.910209
2421                    	689.7	-8.9                    	77                        	11.8 	274                	-119.249203	47.615308    	3215   	3214        	711.428   	206.673	-12.3	-8.6          	6.2  	45.2     	082     	3848   	0.909588
2422                    	689.2	-8.9                    	77                        	11.9 	274                	-119.249031	47.615299    	3221   	3220        	712.257   	206.528	-12.2	-8.6          	6.2  	45.1     	082     	3862   	0.908882
2423                    	688.6	-8.9                    	77                        	12.0 	274                	-119.248859	47.615290    	3227   	3226        	713.080   	206.378	-12.2	-8.6          	6.2  	45.0     	082     	3875   	0.908146
2424                    	688.1	-8.9                    	77                        	12.1 	274                	-119.248687	47.615281    	3234   	3233        	713.903   	206.228	-12.1	-8.6          	6.2  	45.0     	083     	3888   	0.907411
2425                    	687.5	-8.9                    	78                        	12.1 	274                	-119.248515	47.615272    	3240   	3239        	714.727   	206.078	-12.1	-8.6          	6.2  	44.9     	083     	3902   	0.906677
2426                    	687.0	-8.9                    	78                        	12.2 	275                	-119.248343	47.615263    	3246   	3245        	715.550   	205.928	-12.1	-8.6          	6.2  	44.8     	083     	3915   	0.905943
2427                    	686.4	-8.9                    	78                        	12.3 	275                	-119.248171	47.615254    	3252   	3251        	716.374   	205.779	-12.0	-8.6          	6.2  	44.8     	083     	3928   	0.905209
2428                    	685.9	-8.9                    	78                        	12.4 	275                	-119.248000	47.615244    	3258   	3257        	717.198   	205.629	-12.0	-8.6          	6.2  	44.7     	083     	3942   	0.904476
2429                    	685.3	-8.9                    	79                        	12.5 	275                	-119.247828	47.615235    	3265   	3264        	718.022   	205.480	-11.9	-8.6          	6.2  	44.6     	083     	3955   	0.903744
2430                    	684.8	-8.9                    	79                        	12.6 	275                	-119.247656	47.615226    	3271   	3270        	718.846   	205.331	-11.9	-8.6          	6.2  	44.6     	083     	3969   	0.903012
2431                    	684.2	-8.9                    	79                        	12.7 	275                	-119.247484	47.615217    	3277   	3276        	719.655   	205.182	-11.8	-8.6          	6.2  	44.5     	083     	3982   	0.902281
2432                    	683.7	-8.9                    	79                        	12.8 	275                	-119.247312	47.615208    	3283   	3282        	720.479   	205.033	-11.8	-8.6          	6.2  	44.4     	083     	3995   	0.901551
2433                    	683.1	-8.9                    	80                        	12.9 	275                	-119.247140	47.615199    	3289   	3288        	721.304   	204.884	-11.8	-8.6          	6.2  	44.4     	083     	4009   	0.900821
2434                    	682.6	-8.9                    	80                        	13.0 	275                	-119.246968	47.615190    	3296   	3295        	722.129   	204.735	-11.7	-8.5          	6.2  	44.3     	083     	4022   	0.900092
2435                    	682.1	-8.9                    	80                        	13.2 	275                	-119.246796	47.615181    	3302   	3301        	722.937   	204.570	-11.6	-8.5          	6.2  	44.2     	083     	4036   	0.899287
2436                    	681.5	-8.8                    	81                        	13.3 	274                	-119.246624	47.615171    	3308   	3307        	723.738   	204.398	-11.6	-8.5          	6.2  	44.2     	083     	4049   	0.898438
2437                    	680.9	-8.8                    	81                        	13.4 	274                	-119.246452	47.615162    	3314   	3313        	724.530   	204.217	-11.5	-8.4          	6.2  	44.1     	083     	4062   	0.897550
2438                    	680.4	-8.8                    	81                        	13.5 	274                	-119.246271	47.615154    	3321   	3319        	725.354   	204.036	-11.4	-8.4          	6.4  	44.1     	083     	4077   	0.896663
2439                    	679.8	-8.7                    	82                        	13.6 	274                	-119.246047	47.615151    	3327   	3326        	726.225   	203.855	-11.3	-8.4          	6.7  	44.0     	083     	4093   	0.895777
2440                    	679.2	-8.7                    	82                        	13.7 	274                	-119.245823	47.615148    	3334   	3333        	727.081   	203.675	-11.2	-8.3          	6.7  	43.9     	083     	4110   	0.894892
2441                    	678.6	-8.7                    	82                        	13.8 	274                	-119.245599	47.615145    	3341   	3339        	727.953   	203.494	-11.1	-8.3          	6.7  	43.8     	083     	4126   	0.894008
2442                    	678.1	-8.6                    	83                        	13.9 	273                	-119.245375	47.615142    	3347   	3346        	728.824   	203.314	-11.0	-8.2          	6.7  	43.7     	083     	4143   	0.893125
2443                    	677.5	-8.6                    	83                        	14.1 	273                	-119.245151	47.615139    	3354   	3353        	729.678   	203.131	-10.9	-8.2          	6.7  	43.6     	083     	4160   	0.892229
2444                    	676.9	-8.5                    	83                        	14.2 	273                	-119.244927	47.615136    	3361   	3359        	730.547   	202.949	-10.8	-8.1          	6.7  	43.5     	084     	4177   	0.891334
2445                    	676.3	-8.5                    	84                        	14.3 	273                	-119.244703	47.615133    	3367   	3366        	731.401   	202.766	-10.8	-8.1          	6.7  	43.4     	084     	4193   	0.890441
2446                    	675.7	-8.5                    	84                        	14.4 	273                	-119.244479	47.615131    	3374   	3373        	732.270   	202.584	-10.7	-8.1          	6.7  	43.3     	084     	4210   	0.889548
2447                    	675.2	-8.4                    	84                        	14.5 	273                	-119.244255	47.615128    	3381   	3379        	733.140   	202.402	-10.6	-8.0          	6.7  	43.2     	084     	4227   	0.888656
2448                    	674.6	-8.4                    	85                        	14.6 	273                	-119.244031	47.615125    	3387   	3386        	734.007   	202.232	-10.5	-8.0          	6.7  	43.1     	084     	4243   	0.887823
2449                    	674.0	-8.4                    	85                        	14.7 	272                	-119.243806	47.615122    	3394   	3393        	734.886   	202.060	-10.5	-8.0          	6.7  	43.0     	084     	4260   	0.887039
2450                    	673.4	-8.4                    	85                        	14.8 	272                	-119.243582	47.615119    	3400   	3399        	735.750   	201.888	-10.5	-8.0          	6.7  	43.0     	084     	4277   	0.886256
2451                    	672.9	-8.4                    	85                        	15.0 	272                	-119.243358	47.615116    	3407   	3406        	736.630   	201.716	-10.5	-8.0          	6.7  	42.9     	084     	4294   	0.885473
2452                    	672.3	-8.4                    	85                        	15.2 	272                	-119.243134	47.615113    	3414   	3413        	737.510   	201.544	-10.5	-8.0          	6.7  	42.8     	084     	4311   	0.884691
2453                    	671.7	-8.4                    	85                        	15.3 	272                	-119.242910	47.615110    	3420   	3419        	738.375   	201.372	-10.4	-8.0          	6.7  	42.7     	084     	4327   	0.883910
2454                    	671.1	-8.4                    	85                        	15.5 	272                	-119.242686	47.615107    	3427   	3426        	739.255   	201.200	-10.4	-8.0          	6.7  	42.6     	084     	4344   	0.883130
2455                    	670.5	-8.4                    	85                        	15.6 	272                	-119.242462	47.615104    	3434   	3433        	740.120   	201.029	-10.4	-7.9          	6.7  	42.5     	084     	4361   	0.882350
2456                    	670.0	-8.4                    	85                        	15.8 	272                	-119.242238	47.615101    	3440   	3439        	741.000   	200.858	-10.4	-7.9          	6.7  	42.4     	084     	4378   	0.881572
2457                    	669.4	-8.3                    	85                        	15.9 	272                	-119.242014	47.615098    	3447   	3446        	741.881   	200.687	-10.4	-7.9          	6.7  	42.4     	084     	4395   	0.880794
2458                    	668.8	-8.3                    	85                        	16.1 	272                	-119.241790	47.615095    	3454   	3453        	742.746   	200.516	-10.4	-7.9          	6.7  	42.3     	084     	4411   	0.880016
2459                    	668.3	-8.3                    	85                        	16.2 	272                	-119.241566	47.615092    	3460   	3459        	743.628   	200.345	-10.4	-7.9          	6.7  	42.2     	084     	4428   	0.879239
2460                    	667.7	-8.3                    	85                        	16.4 	271                	-119.241342	47.615089    	3467   	3466        	744.493   	200.174	-10.4	-7.9          	6.7  	42.1     	084     	4445   	0.878463
2461                    	667.1	-8.3                    	85                        	16.5 	271                	-119.241117	47.615086    	3474   	3473        	745.375   	200.004	-10.3	-7.9          	6.7  	42.0     	084     	4462   	0.877689
2462                    	666.5	-8.3                    	85                        	16.7 	271                	-119.240893	47.615083    	3480   	3479        	746.263   	199.840	-10.3	-7.9          	6.7  	42.0     	084     	4479   	0.876926
2463                    	666.0	-8.3                    	85                        	16.8 	271                	-119.240669	47.615080    	3487   	3486        	747.136   	199.677	-10.3	-7.9          	6.7  	41.9     	084     	4496   	0.876164
2464                    	665.4	-8.3                    	86                        	17.0 	271                	-119.240445	47.615077    	3494   	3492        	748.026   	199.515	-10.3	-7.9          	6.7  	41.8     	084     	4513   	0.875402
2465                    	664.8	-8.3                    	86                        	17.1 	271                	-119.240221	47.615074    	3500   	3499        	748.899   	199.352	-10.2	-7.9          	6.7  	41.7     	084     	4530   	0.874641
2466                    	664.3	-8.3                    	86                        	17.3 	271                	-119.239997	47.615071    	3507   	3506        	749.789   	199.190	-10.2	-7.9          	6.7  	41.6     	084     	4547   	0.873881
2467                    	663.7	-8.3                    	86                        	17.4 	271                	-119.239773	47.615068    	3514   	3512        	750.682   	199.031	-10.2	-7.9          	6.7  	41.6     	084     	4564   	0.873137
2468                    	663.1	-8.3                    	86                        	17.6 	271                	-119.239549	47.615065    	3520   	3519        	751.560   	198.873	-10.2	-7.9          	6.6  	41.5     	084     	4581   	0.872394
2469                    	662.6	-8.3                    	86                        	17.7 	271                	-119.239315	47.615062    	3527   	3526        	752.422   	198.714	-10.2	-7.9          	6.5  	41.4     	084     	4598   	0.871651
2470                    	662.0	-8.3                    	86                        	17.9 	271                	-119.239026	47.615059    	3533   	3532        	753.268   	198.556	-10.1	-7.9          	6.5  	41.3     	084     	4618   	0.870909
2471                    	661.5	-8.3                    	87                        	18.1 	271                	-119.238737	47.615056    	3540   	3538        	754.131   	198.398	-10.1	-7.9          	6.5  	41.2     	085     	4639   	0.870168
2472                    	660.9	-8.3                    	87                        	18.2 	271                	-119.238448	47.615052    	3546   	3545        	754.978   	198.240	-10.1	-7.9          	6.5  	41.1     	085     	4659   	0.869427
2473                    	660.4	-8.3                    	87                        	18.4 	271                	-119.238159	47.615049    	3553   	3551        	755.842   	198.084	-10.1	-7.8          	6.5  	40.9     	085     	4680   	0.868694
2474                    	659.8	-8.3                    	87                        	18.6 	271                	-119.237870	47.615045    	3559   	3558        	756.691   	197.928	-10.0	-7.8          	6.5  	40.8     	085     	4700   	0.867962
2475                    	659.3	-8.3                    	87                        	18.8 	271                	-119.237581	47.615042    	3566   	3564        	757.572   	197.788	-10.1	-7.9          	6.5  	40.7     	085     	4721   	0.867324
2476                    	658.7	-8.3                    	87                        	19.0 	271                	-119.237293	47.615039    	3572   	3571        	758.442   	197.654	-10.1	-7.9          	6.5  	40.6     	085     	4742   	0.866742
2477                    	658.2	-8.4                    	87                        	19.2 	271                	-119.237004	47.615035    	3578   	3577        	759.328   	197.519	-10.2	-8.0          	6.5  	40.5     	085     	4762   	0.866161
2478                    	657.6	-8.4                    	87                        	19.4 	271                	-119.236715	47.615032    	3585   	3584        	760.215   	197.385	-10.2	-8.0          	6.5  	40.4     	085     	4783   	0.865580
2479                    	657.1	-8.5                    	87                        	19.6 	271                	-119.236426	47.615028    	3591   	3590        	761.085   	197.251	-10.3	-8.0          	6.5  	40.3     	085     	4804   	0.864999
2480                    	656.5	-8.5                    	86                        	19.8 	271                	-119.236137	47.615025    	3598   	3596        	761.972   	197.117	-10.4	-8.1          	6.5  	40.2     	085     	4824   	0.864418
2481                    	656.0	-8.6                    	86                        	20.0 	271                	-119.235848	47.615022    	3604   	3603        	762.842   	196.983	-10.4	-8.1          	6.5  	40.1     	085     	4845   	0.863838
2482                    	655.5	-8.6                    	86                        	20.2 	271                	-119.235559	47.615018    	3611   	3609        	763.729   	196.849	-10.5	-8.2          	6.5  	40.0     	085     	4866   	0.863258
2483                    	654.9	-8.6                    	86                        	20.3 	271                	-119.235270	47.615015    	3617   	3616        	764.600   	196.715	-10.5	-8.2          	6.5  	39.8     	085     	4886   	0.862679
2484                    	654.4	-8.7                    	86                        	20.5 	271                	-119.234981	47.615011    	3624   	3622        	765.487   	196.581	-10.6	-8.3          	6.5  	39.7     	085     	4907   	0.862100
2485                    	653.8	-8.7                    	86                        	20.7 	271                	-119.234692	47.615008    	3630   	3629        	766.373   	196.448	-10.7	-8.3          	6.5  	39.6     	085     	4928   	0.861521
2486                    	653.3	-8.8                    	86                        	20.9 	271                	-119.234403	47.615005    	3637   	3635        	767.244   	196.314	-10.7	-8.4          	6.5  	39.5     	085     	4949   	0.860942
2487                    	652.7	-8.8                    	86                        	21.1 	271                	-119.234114	47.615001    	3643   	3642        	768.131   	196.180	-10.8	-8.4          	6.5  	39.4     	085     	4969   	0.860363
2488                    	652.2	-8.8                    	85                        	21.3 	271                	-119.233825	47.614998    	3649   	3648        	769.003   	196.047	-10.8	-8.4          	6.5  	39.3     	085     	4990   	0.859787
2489                    	651.6	-8.9                    	85                        	21.5 	271                	-119.233537	47.614994    	3656   	3655        	769.895   	195.919	-10.9	-8.5          	6.5  	39.2     	085     	5011   	0.859222
2490                    	651.1	-8.9                    	85                        	21.7 	271                	-119.233248	47.614991    	3662   	3661        	770.771   	195.790	-10.9	-8.5          	6.5  	39.1     	085     	5032   	0.858656
2491                    	650.6	-9.0                    	85                        	21.7 	271                	-119.232959	47.614988    	3669   	3667        	771.663   	195.662	-11.0	-8.6          	6.5  	39.0     	085     	5053   	0.858090
2492                    	650.0	-9.0                    	85                        	21.8 	271                	-119.232670	47.614984    	3675   	3674        	772.540   	195.533	-11.1	-8.6          	6.5  	38.9     	085     	5073   	0.857525
2493                    	649.5	-9.1                    	85                        	21.9 	271                	-119.232381	47.614981    	3682   	3680        	773.432   	195.405	-11.1	-8.7          	6.5  	38.8     	085     	5094   	0.856960
2494                    	648.9	-9.1                    	85                        	21.9 	271                	-119.232092	47.614977    	3688   	3687        	774.324   	195.277	-11.2	-8.7          	6.5  	38.7     	085     	5115   	0.856395
2495                    	648.4	-9.2                    	85                        	22.0 	271                	-119.231803	47.614974    	3695   	3693        	775.201   	195.148	-11.2	-8.8          	6.5  	38.7     	085     	5136   	0.855831
2496                    	647.9	-9.2                    	85                        	22.0 	271                	-119.231514	47.614971    	3701   	3700        	776.093   	195.020	-11.3	-8.8          	6.5  	38.6     	085     	5157   	0.855267
2497                    	647.3	-9.3                    	85                        	22.1 	271                	-119.231225	47.614967    	3708   	3706        	776.971   	194.894	-11.3	-8.9          	6.5  	38.5     	085     	5178   	0.854711
2498                    	646.8	-9.3                    	85                        	22.2 	271                	-119.230936	47.614964    	3714   	3713        	777.866   	194.768	-11.4	-8.9          	6.5  	38.4     	085     	5199   	0.854156
